u,v,weight
albert,fifth,6
albert,old,6
albert,patrick,6
albert,rice,6
albert,sparious,6
albert,swenson's,6
albert,trust,6
albert,will,6
albert,louis,4
albert,minnesota,4
albert,paul,4
albert,prentice,4
albert,english,3
albert,accordingly,2
avenue,fifth,12
avenue,old,6
avenue,patrick,6
avenue,rice,6
avenue,sparious,6
avenue,swenson's,6
avenue,trust,6
avenue,will,6
avenue,louis,4
avenue,minnesota,4
avenue,paul,4
avenue,prentice,4
avenue,english,3
avenue,accordingly,2
avenue,american,2
avenue,around,6
avenue,bedford,3
avenue,court,6
avenue,end,5
avenue,forgery,6
avenue,jury,6
avenue,notes,6
avenue,object,6
avenue,reformatory,3
avenue,witness,6
fifth,old,6
fifth,patrick,6
fifth,rice,6
fifth,sparious,6
fifth,swenson's,6
fifth,trust,6
fifth,will,6
fifth,louis,4
fifth,minnesota,4
fifth,paul,4
fifth,prentice,4
fifth,english,3
fifth,accordingly,2
fifth,american,2
fifth,around,6
fifth,bedford,3
fifth,court,6
fifth,end,5
fifth,forgery,6
fifth,jury,6
fifth,notes,6
fifth,object,6
fifth,reformatory,3
fifth,witness,6
old,patrick,6
old,rice,6
old,sparious,6
old,swenson's,6
old,trust,6
old,will,6
old,louis,4
old,minnesota,4
old,paul,4
old,prentice,4
old,english,3
old,accordingly,2
patrick,rice,6
patrick,sparious,6
patrick,swenson's,6
patrick,trust,6
patrick,will,6
patrick,louis,5
patrick,minnesota,5
patrick,paul,5
patrick,prentice,5
patrick,english,4
patrick,accordingly,3
patrick,convent,2
rice,sparious,6
rice,swenson's,6
rice,trust,6
rice,will,6
rice,louis,4
rice,minnesota,4
rice,paul,4
rice,prentice,4
rice,english,3
rice,accordingly,2
sparious,swenson's,6
sparious,trust,6
sparious,will,6
sparious,louis,4
sparious,minnesota,4
sparious,paul,4
sparious,prentice,4
sparious,english,3
sparious,accordingly,2
swenson's,trust,6
swenson's,will,6
swenson's,louis,4
swenson's,minnesota,4
swenson's,paul,4
swenson's,prentice,4
swenson's,english,3
swenson's,accordingly,2
trust,will,6
trust,louis,4
trust,minnesota,4
trust,paul,4
trust,prentice,4
trust,english,3
trust,accordingly,2
will,louis,4
will,minnesota,4
will,paul,4
will,prentice,4
will,english,3
will,accordingly,2
louis,minnesota,6
louis,paul,6
louis,prentice,6
louis,english,5
louis,accordingly,4
louis,convent,3
louis,waiting,2
minnesota,paul,6
minnesota,prentice,6
minnesota,english,5
minnesota,accordingly,4
minnesota,convent,3
minnesota,waiting,2
paul,prentice,6
paul,english,5
paul,accordingly,4
paul,convent,3
paul,waiting,2
prentice,english,5
prentice,accordingly,5
prentice,convent,5
prentice,waiting,5
prentice,her,5
prentice,slander,5
prentice,further,4
english,accordingly,5
english,convent,4
english,waiting,3
english,her,2
accordingly,convent,5
accordingly,waiting,4
accordingly,her,3
convent,waiting,5
convent,her,4
waiting,her,5
waiting,slander,2
her,slander,3
her,further,2
her,lope,4
her,moreover,2
her,thus,4
her,american,4
her,jury,4
her,bedford,3
her,reformatory,3
her,end,2
slander,further,5
slander,jury,2
further,jury,3
jury,here,6
jury,beerstadt's,6
jury,caliser's,6
jury,comparison,6
jury,court,29
jury,instead,6
jury,forgery,32
jury,probably,6
jury,attired,6
jury,witness,29
jury,practically,6
jury,p-body's,6
jury,unless,6
jury,mabel's,6
jury,god's,5
jury,whereupon,4
jury,sweeney,5
jury,attorney,2
jury,calzour,2
jury,two,2
jury,american,6
jury,lope,2
jury,thus,2
jury,bedford,6
jury,reformatory,6
jury,end,7
jury,around,6
jury,notes,6
jury,object,6
here,beerstadt's,5
here,caliser's,5
here,comparison,5
here,court,2
here,instead,2
beerstadt's,caliser's,6
beerstadt's,comparison,6
beerstadt's,court,3
beerstadt's,instead,3
beerstadt's,forgery,2
beerstadt's,probably,2
caliser's,comparison,6
caliser's,court,3
caliser's,instead,3
caliser's,forgery,2
caliser's,probably,2
comparison,court,3
comparison,instead,3
comparison,forgery,2
comparison,probably,2
court,instead,6
court,forgery,23
court,probably,6
court,attired,6
court,witness,18
court,practically,2
court,mabel's,6
court,god's,5
court,whereupon,4
court,calzour,5
court,hence,6
court,microscopic,5
court,two,3
court,therefore,5
court,moreover,4
court,lope,2
court,thus,2
court,american,2
court,around,6
court,bedford,3
court,end,5
court,notes,6
court,object,6
court,reformatory,3
instead,forgery,5
instead,probably,5
instead,attired,4
forgery,probably,6
forgery,attired,5
forgery,witness,18
forgery,mabel's,6
forgery,god's,5
forgery,whereupon,5
forgery,elmira,5
forgery,sweeney,7
forgery,wallace,5
forgery,attorney,6
forgery,american,2
forgery,around,6
forgery,bedford,3
forgery,end,5
forgery,notes,6
forgery,object,6
forgery,reformatory,3
probably,attired,5
probably,witness,2
attired,witness,3
witness,practically,6
witness,p-body's,6
witness,unless,6
witness,american,2
witness,around,6
witness,bedford,3
witness,end,5
witness,notes,6
witness,object,6
witness,reformatory,3
practically,p-body's,5
practically,unless,5
p-body's,unless,6
mabel's,god's,3
mabel's,whereupon,2
god's,whereupon,5
god's,elmira,2
god's,sweeney,2
god's,wallace,2
whereupon,elmira,3
whereupon,sweeney,3
whereupon,wallace,3
whereupon,attorney,2
elmira,sweeney,6
elmira,wallace,6
elmira,attorney,5
sweeney,wallace,6
sweeney,attorney,7
wallace,attorney,5
calzour,two,6
calzour,microscopic,6
calzour,hence,5
calzour,therefore,4
calzour,moreover,3
two,microscopic,4
two,hence,3
two,therefore,2
microscopic,hence,5
microscopic,therefore,4
microscopic,moreover,3
hence,therefore,5
hence,moreover,4
hence,lope,2
hence,thus,2
therefore,moreover,5
therefore,lope,3
therefore,thus,3
moreover,lope,4
moreover,thus,4
lope,thus,6
lope,american,2
thus,american,2
american,bedford,5
american,reformatory,5
american,end,4
american,around,2
american,notes,2
american,object,2
bedford,reformatory,6
bedford,end,5
bedford,around,3
bedford,notes,3
bedford,object,3
reformatory,end,5
reformatory,around,3
reformatory,notes,3
reformatory,object,3
end,around,5
end,notes,5
end,object,5
around,notes,6
around,object,6
notes,object,6
